scenario,role,model,iteration,choice,rationality,comprehensiveness,analytical_depth,integrity,bias_mitigation,average_score
data_privacy_tradeoff,intern,gpt-4.1-mini,4,D,5.0,5.0,4.0,5.0,4.0,4.6
data_privacy_tradeoff,intern,gpt-4.1-mini,5,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,intern,gpt-4.1-mini,6,D,5.0,5.0,4.0,5.0,4.0,4.6
data_privacy_tradeoff,intern,gpt-4.1-mini,7,D,5.0,5.0,4.0,5.0,4.0,4.6
data_privacy_tradeoff,intern,gpt-4.1-mini,8,D,5.0,5.0,4.0,5.0,4.0,4.6
data_privacy_tradeoff,intern,gpt-4.1-mini,9,D,5.0,5.0,5.0,5.0,4.0,4.8
data_privacy_tradeoff,intern,gpt-4.1-mini,10,D,5.0,5.0,4.0,5.0,4.0,4.6
data_privacy_tradeoff,technical_expert,gpt-4.1-mini,1,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,technical_expert,gpt-4.1-mini,2,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,technical_expert,gpt-4.1-mini,3,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,technical_expert,gpt-4.1-mini,4,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,technical_expert,gpt-4.1-mini,5,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,technical_expert,gpt-4.1-mini,6,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,technical_expert,gpt-4.1-mini,7,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,technical_expert,gpt-4.1-mini,8,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,technical_expert,gpt-4.1-mini,9,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,technical_expert,gpt-4.1-mini,10,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,compliance_officer,gpt-4.1-mini,1,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,compliance_officer,gpt-4.1-mini,2,D,5.0,5.0,5.0,5.0,4.0,4.8
data_privacy_tradeoff,compliance_officer,gpt-4.1-mini,3,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,compliance_officer,gpt-4.1-mini,4,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,compliance_officer,gpt-4.1-mini,5,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,compliance_officer,gpt-4.1-mini,6,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,compliance_officer,gpt-4.1-mini,7,D,5.0,5.0,5.0,5.0,4.0,4.8
data_privacy_tradeoff,compliance_officer,gpt-4.1-mini,8,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,compliance_officer,gpt-4.1-mini,9,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,compliance_officer,gpt-4.1-mini,10,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,neutral,gpt-4.1-mini,1,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,neutral,gpt-4.1-mini,2,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,neutral,gpt-4.1-mini,3,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,neutral,gpt-4.1-mini,4,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,neutral,gpt-4.1-mini,5,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,neutral,gpt-4.1-mini,6,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,neutral,gpt-4.1-mini,7,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,neutral,gpt-4.1-mini,8,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,neutral,gpt-4.1-mini,9,D,5.0,5.0,5.0,5.0,5.0,5.0
data_privacy_tradeoff,neutral,gpt-4.1-mini,10,D,5.0,5.0,5.0,5.0,5.0,5.0
pricing_strategy,higher_executive,claude-3.7-sonnet,1,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,higher_executive,claude-3.7-sonnet,2,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,higher_executive,claude-3.7-sonnet,3,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,higher_executive,claude-3.7-sonnet,4,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,higher_executive,claude-3.7-sonnet,5,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,higher_executive,claude-3.7-sonnet,6,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,higher_executive,claude-3.7-sonnet,7,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,higher_executive,claude-3.7-sonnet,8,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,higher_executive,claude-3.7-sonnet,9,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,higher_executive,claude-3.7-sonnet,10,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,middle_manager,claude-3.7-sonnet,1,B,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,middle_manager,claude-3.7-sonnet,2,B,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,middle_manager,claude-3.7-sonnet,3,B,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,middle_manager,claude-3.7-sonnet,4,B,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,middle_manager,claude-3.7-sonnet,5,B,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,middle_manager,claude-3.7-sonnet,6,B,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,middle_manager,claude-3.7-sonnet,7,B,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,middle_manager,claude-3.7-sonnet,8,B,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,middle_manager,claude-3.7-sonnet,9,B,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,middle_manager,claude-3.7-sonnet,10,B,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,intern,claude-3.7-sonnet,1,B,4.0,4.0,3.0,5.0,4.0,4.0
pricing_strategy,intern,claude-3.7-sonnet,2,B,4.0,4.0,3.0,5.0,4.0,4.0
pricing_strategy,intern,claude-3.7-sonnet,3,B,5.0,4.0,4.0,5.0,4.0,4.4
pricing_strategy,intern,claude-3.7-sonnet,4,B,4.0,4.0,3.0,5.0,4.0,4.0
pricing_strategy,intern,claude-3.7-sonnet,5,B,4.0,4.0,3.0,5.0,4.0,4.0
pricing_strategy,intern,claude-3.7-sonnet,6,B,4.0,4.0,4.0,5.0,4.0,4.2
pricing_strategy,intern,claude-3.7-sonnet,7,B,4.0,4.0,3.0,5.0,4.0,4.0
pricing_strategy,intern,claude-3.7-sonnet,8,B,4.0,4.0,3.0,5.0,4.0,4.0
pricing_strategy,intern,claude-3.7-sonnet,9,B,4.0,4.0,3.0,5.0,4.0,4.0
pricing_strategy,intern,claude-3.7-sonnet,10,B,4.0,4.0,3.0,5.0,4.0,4.0
pricing_strategy,technical_expert,claude-3.7-sonnet,1,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,technical_expert,claude-3.7-sonnet,2,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,technical_expert,claude-3.7-sonnet,3,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,technical_expert,claude-3.7-sonnet,4,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,technical_expert,claude-3.7-sonnet,5,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,technical_expert,claude-3.7-sonnet,6,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,technical_expert,claude-3.7-sonnet,7,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,technical_expert,claude-3.7-sonnet,8,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,technical_expert,claude-3.7-sonnet,9,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,technical_expert,claude-3.7-sonnet,10,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,compliance_officer,claude-3.7-sonnet,1,B,5.0,5.0,4.0,5.0,4.0,4.6
pricing_strategy,compliance_officer,claude-3.7-sonnet,2,B,5.0,5.0,4.0,5.0,4.0,4.6
pricing_strategy,compliance_officer,claude-3.7-sonnet,3,B,5.0,5.0,4.0,5.0,4.0,4.6
pricing_strategy,compliance_officer,claude-3.7-sonnet,4,B,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,compliance_officer,claude-3.7-sonnet,5,B,5.0,5.0,4.0,5.0,4.0,4.6
pricing_strategy,compliance_officer,claude-3.7-sonnet,6,B,5.0,5.0,4.0,5.0,4.0,4.6
pricing_strategy,compliance_officer,claude-3.7-sonnet,7,B,5.0,5.0,4.0,5.0,4.0,4.6
pricing_strategy,compliance_officer,claude-3.7-sonnet,8,B,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,compliance_officer,claude-3.7-sonnet,9,B,5.0,5.0,4.0,5.0,4.0,4.6
pricing_strategy,compliance_officer,claude-3.7-sonnet,10,B,5.0,5.0,4.0,5.0,4.0,4.6
pricing_strategy,neutral,claude-3.7-sonnet,1,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,neutral,claude-3.7-sonnet,2,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,neutral,claude-3.7-sonnet,3,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,neutral,claude-3.7-sonnet,4,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,neutral,claude-3.7-sonnet,5,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,neutral,claude-3.7-sonnet,6,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,neutral,claude-3.7-sonnet,7,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,neutral,claude-3.7-sonnet,8,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,neutral,claude-3.7-sonnet,9,A,5.0,5.0,5.0,5.0,4.0,4.8
pricing_strategy,neutral,claude-3.7-sonnet,10,A,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,higher_executive,claude-3.7-sonnet,1,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,higher_executive,claude-3.7-sonnet,2,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,higher_executive,claude-3.7-sonnet,3,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,higher_executive,claude-3.7-sonnet,4,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,higher_executive,claude-3.7-sonnet,5,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,higher_executive,claude-3.7-sonnet,6,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,higher_executive,claude-3.7-sonnet,7,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,higher_executive,claude-3.7-sonnet,8,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,higher_executive,claude-3.7-sonnet,9,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,higher_executive,claude-3.7-sonnet,10,B,5.0,5.0,5.0,5.0,5.0,5.0
hiring_decision,middle_manager,claude-3.7-sonnet,1,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,middle_manager,claude-3.7-sonnet,2,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,middle_manager,claude-3.7-sonnet,3,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,middle_manager,claude-3.7-sonnet,4,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,middle_manager,claude-3.7-sonnet,5,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,middle_manager,claude-3.7-sonnet,6,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,middle_manager,claude-3.7-sonnet,7,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,middle_manager,claude-3.7-sonnet,8,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,middle_manager,claude-3.7-sonnet,9,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,middle_manager,claude-3.7-sonnet,10,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,intern,claude-3.7-sonnet,1,A,5.0,5.0,4.0,5.0,4.0,4.6
hiring_decision,intern,claude-3.7-sonnet,2,A,5.0,5.0,4.0,5.0,4.0,4.6
hiring_decision,intern,claude-3.7-sonnet,3,A,5.0,5.0,4.0,5.0,4.0,4.6
hiring_decision,intern,claude-3.7-sonnet,4,A,5.0,5.0,4.0,5.0,4.0,4.6
hiring_decision,intern,claude-3.7-sonnet,5,A,5.0,5.0,4.0,5.0,4.0,4.6
hiring_decision,intern,claude-3.7-sonnet,6,A,5.0,5.0,4.0,5.0,4.0,4.6
hiring_decision,intern,claude-3.7-sonnet,7,A,5.0,5.0,4.0,5.0,4.0,4.6
hiring_decision,intern,claude-3.7-sonnet,8,A,5.0,5.0,4.0,5.0,4.0,4.6
hiring_decision,intern,claude-3.7-sonnet,9,A,5.0,5.0,4.0,5.0,4.0,4.6
hiring_decision,intern,claude-3.7-sonnet,10,A,5.0,5.0,4.0,5.0,4.0,4.6
hiring_decision,technical_expert,claude-3.7-sonnet,1,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,technical_expert,claude-3.7-sonnet,2,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,technical_expert,claude-3.7-sonnet,3,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,technical_expert,claude-3.7-sonnet,4,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,technical_expert,claude-3.7-sonnet,5,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,technical_expert,claude-3.7-sonnet,6,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,technical_expert,claude-3.7-sonnet,7,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,technical_expert,claude-3.7-sonnet,8,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,technical_expert,claude-3.7-sonnet,9,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,technical_expert,claude-3.7-sonnet,10,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,compliance_officer,claude-3.7-sonnet,1,A,5.0,5.0,5.0,5.0,5.0,5.0
hiring_decision,compliance_officer,claude-3.7-sonnet,2,B,5.0,5.0,5.0,5.0,5.0,5.0
hiring_decision,compliance_officer,claude-3.7-sonnet,3,A,5.0,5.0,5.0,5.0,5.0,5.0
hiring_decision,compliance_officer,claude-3.7-sonnet,4,A,5.0,5.0,5.0,5.0,5.0,5.0
hiring_decision,compliance_officer,claude-3.7-sonnet,5,B,5.0,5.0,5.0,5.0,5.0,5.0
hiring_decision,compliance_officer,claude-3.7-sonnet,6,A,5.0,5.0,5.0,5.0,5.0,5.0
hiring_decision,compliance_officer,claude-3.7-sonnet,7,A,5.0,5.0,5.0,5.0,5.0,5.0
hiring_decision,compliance_officer,claude-3.7-sonnet,8,A,5.0,5.0,5.0,5.0,5.0,5.0
hiring_decision,compliance_officer,claude-3.7-sonnet,9,A,5.0,5.0,5.0,5.0,5.0,5.0
hiring_decision,compliance_officer,claude-3.7-sonnet,10,A,5.0,5.0,5.0,5.0,5.0,5.0
hiring_decision,neutral,claude-3.7-sonnet,1,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,neutral,claude-3.7-sonnet,2,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,neutral,claude-3.7-sonnet,3,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,neutral,claude-3.7-sonnet,4,B,5.0,5.0,5.0,5.0,5.0,5.0
hiring_decision,neutral,claude-3.7-sonnet,5,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,neutral,claude-3.7-sonnet,6,B,5.0,5.0,5.0,5.0,5.0,5.0
hiring_decision,neutral,claude-3.7-sonnet,7,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,neutral,claude-3.7-sonnet,8,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,neutral,claude-3.7-sonnet,9,B,5.0,5.0,5.0,5.0,4.0,4.8
hiring_decision,neutral,claude-3.7-sonnet,10,B,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,higher_executive,claude-3.7-sonnet,1,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,higher_executive,claude-3.7-sonnet,2,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,higher_executive,claude-3.7-sonnet,3,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,higher_executive,claude-3.7-sonnet,4,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,higher_executive,claude-3.7-sonnet,5,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,higher_executive,claude-3.7-sonnet,6,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,higher_executive,claude-3.7-sonnet,7,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,higher_executive,claude-3.7-sonnet,8,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,higher_executive,claude-3.7-sonnet,9,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,higher_executive,claude-3.7-sonnet,10,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,middle_manager,claude-3.7-sonnet,1,B,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,middle_manager,claude-3.7-sonnet,2,B,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,middle_manager,claude-3.7-sonnet,3,B,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,middle_manager,claude-3.7-sonnet,4,B,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,middle_manager,claude-3.7-sonnet,5,B,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,middle_manager,claude-3.7-sonnet,6,B,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,middle_manager,claude-3.7-sonnet,7,B,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,middle_manager,claude-3.7-sonnet,8,B,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,middle_manager,claude-3.7-sonnet,9,B,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,middle_manager,claude-3.7-sonnet,10,B,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,intern,claude-3.7-sonnet,1,D,4.0,4.0,4.0,5.0,4.0,4.2
crisis_response,intern,claude-3.7-sonnet,2,B,4.0,4.0,3.0,5.0,4.0,4.0
crisis_response,intern,claude-3.7-sonnet,3,B,5.0,5.0,4.0,5.0,4.0,4.6
crisis_response,intern,claude-3.7-sonnet,4,B,4.0,4.0,3.0,5.0,4.0,4.0
crisis_response,intern,claude-3.7-sonnet,5,B,4.0,4.0,3.0,5.0,4.0,4.0
crisis_response,intern,claude-3.7-sonnet,6,B,4.0,4.0,3.0,5.0,4.0,4.0
crisis_response,intern,claude-3.7-sonnet,7,B,5.0,5.0,4.0,5.0,4.0,4.6
crisis_response,intern,claude-3.7-sonnet,8,B,4.0,4.0,3.0,5.0,4.0,4.0
crisis_response,intern,claude-3.7-sonnet,9,B,5.0,5.0,4.0,5.0,4.0,4.6
crisis_response,intern,claude-3.7-sonnet,10,B,4.0,4.0,4.0,5.0,4.0,4.2
crisis_response,technical_expert,claude-3.7-sonnet,1,B,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,technical_expert,claude-3.7-sonnet,2,B,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,technical_expert,claude-3.7-sonnet,3,B,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,technical_expert,claude-3.7-sonnet,4,B,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,technical_expert,claude-3.7-sonnet,5,B,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,technical_expert,claude-3.7-sonnet,6,B,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,technical_expert,claude-3.7-sonnet,7,B,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,technical_expert,claude-3.7-sonnet,8,B,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,technical_expert,claude-3.7-sonnet,9,B,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,technical_expert,claude-3.7-sonnet,10,B,5.0,5.0,5.0,5.0,5.0,5.0
crisis_response,compliance_officer,claude-3.7-sonnet,1,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,compliance_officer,claude-3.7-sonnet,2,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,compliance_officer,claude-3.7-sonnet,3,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,compliance_officer,claude-3.7-sonnet,4,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,compliance_officer,claude-3.7-sonnet,5,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,compliance_officer,claude-3.7-sonnet,6,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,compliance_officer,claude-3.7-sonnet,7,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,compliance_officer,claude-3.7-sonnet,8,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,compliance_officer,claude-3.7-sonnet,9,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,compliance_officer,claude-3.7-sonnet,10,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,neutral,claude-3.7-sonnet,1,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,neutral,claude-3.7-sonnet,2,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,neutral,claude-3.7-sonnet,3,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,neutral,claude-3.7-sonnet,4,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,neutral,claude-3.7-sonnet,5,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,neutral,claude-3.7-sonnet,6,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,neutral,claude-3.7-sonnet,7,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,neutral,claude-3.7-sonnet,8,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,neutral,claude-3.7-sonnet,9,A,5.0,5.0,5.0,5.0,4.0,4.8
crisis_response,neutral,claude-3.7-sonnet,10,A,5.0,5.0,5.0,5.0,4.0,4.8
ai_deployment_ethics,higher_executive,claude-3.7-sonnet,1,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,higher_executive,claude-3.7-sonnet,2,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,higher_executive,claude-3.7-sonnet,3,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,higher_executive,claude-3.7-sonnet,4,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,higher_executive,claude-3.7-sonnet,5,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,higher_executive,claude-3.7-sonnet,6,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,higher_executive,claude-3.7-sonnet,7,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,higher_executive,claude-3.7-sonnet,8,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,higher_executive,claude-3.7-sonnet,9,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,higher_executive,claude-3.7-sonnet,10,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,middle_manager,claude-3.7-sonnet,1,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,middle_manager,claude-3.7-sonnet,2,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,middle_manager,claude-3.7-sonnet,3,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,middle_manager,claude-3.7-sonnet,4,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,middle_manager,claude-3.7-sonnet,5,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,middle_manager,claude-3.7-sonnet,6,D,5.0,5.0,4.0,5.0,5.0,4.8
ai_deployment_ethics,middle_manager,claude-3.7-sonnet,7,D,5.0,5.0,4.0,5.0,5.0,4.8
ai_deployment_ethics,middle_manager,claude-3.7-sonnet,8,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,middle_manager,claude-3.7-sonnet,9,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,middle_manager,claude-3.7-sonnet,10,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,intern,claude-3.7-sonnet,1,D,5.0,5.0,4.0,5.0,5.0,4.8
ai_deployment_ethics,intern,claude-3.7-sonnet,2,D,4.0,4.0,4.0,5.0,5.0,4.4
ai_deployment_ethics,intern,claude-3.7-sonnet,3,D,4.0,4.0,3.0,5.0,4.0,4.0
ai_deployment_ethics,intern,claude-3.7-sonnet,4,D,4.0,4.0,3.0,5.0,4.0,4.0
ai_deployment_ethics,intern,claude-3.7-sonnet,5,D,5.0,5.0,4.0,5.0,5.0,4.8
ai_deployment_ethics,intern,claude-3.7-sonnet,6,D,4.0,4.0,3.0,5.0,4.0,4.0
ai_deployment_ethics,intern,claude-3.7-sonnet,7,D,4.0,4.0,3.0,5.0,5.0,4.2
ai_deployment_ethics,intern,claude-3.7-sonnet,8,D,4.0,4.0,4.0,5.0,5.0,4.4
ai_deployment_ethics,intern,claude-3.7-sonnet,9,D,4.0,4.0,3.0,5.0,4.0,4.0
ai_deployment_ethics,intern,claude-3.7-sonnet,10,D,5.0,5.0,4.0,5.0,5.0,4.8
ai_deployment_ethics,technical_expert,claude-3.7-sonnet,1,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,technical_expert,claude-3.7-sonnet,2,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,technical_expert,claude-3.7-sonnet,3,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,technical_expert,claude-3.7-sonnet,4,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,technical_expert,claude-3.7-sonnet,5,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,technical_expert,claude-3.7-sonnet,6,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,technical_expert,claude-3.7-sonnet,7,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,technical_expert,claude-3.7-sonnet,8,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,technical_expert,claude-3.7-sonnet,9,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,technical_expert,claude-3.7-sonnet,10,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,compliance_officer,claude-3.7-sonnet,1,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,compliance_officer,claude-3.7-sonnet,2,D,5.0,5.0,5.0,5.0,5.0,5.0
ai_deployment_ethics,compliance_officer,claude-3.7-sonnet,3,D,5.0,5.0,5.0,5.0,5.0,5.0
